number,air_pressure.,air_temp.,avg_wind_direction.,avg_wind_speed.,max_wind_direction.,max_wind_speed.,relative_humidity.
89,919,68.162,98.6,1.7224438,126.4,2.3040482,34.63
90,918.8846912,72.89987778,163.5151929,1.026577543,196.1572631,1.482193818,18.91876489
91,915.32,83.84,219.9,1.5211192,245,2.0579848,17.49
92,918.8503361,74.08463941,69.44844917,3.416405485,103.0589152,4.748526322,11.07931552
93,921.4081299,47.97039461,46.31142851,10.99845315,67.23285724,14.38541279,22.14770138
94,913.3,79.376,52.2,3.2211936,37.4,4.0936002,13.07
95,927.61,54.896,55,4.9883762,53.4,7.2029468,13.51
96,921.8744784,68.09384795,70.90865373,2.14658555,96.09530367,2.891294671,12.47944521
97,921.54,43.16,52.5,23.5549782,68,29.8407796,19.38
98,916.52,51.638,190.8,7.4042714,198,8.388525,91.69
99,921.39,46.67,46,1.7000744,72.7,2.2145706,38.09
100,918.9,77.558,212,1.1855782,154.1,1.8342908,62.1
101,919.56,78.476,179.3,5.9502604,192.2,6.9792528,20.19
102,919.4478167,61.5186601,53.18264797,14.40562685,72.12874178,17.6112668,19.53916528
103,921.5,54.536,220,5.0107456,234.9,6.4423872,82.28
104,919.7734056,68.72379995,55.22713277,16.12642905,74.30451646,20.82389079,15.05815004
105,917.4,73.868,181.7,4.138339,189.8,4.7646822,58.91
106,914.95,47.21,183.9,7.6279654,191.2,8.612219,90.68
107,918.1229673,69.6873731,224.5948837,3.65013425,242.0776685,4.774079056,17.1085399
108,920.36,74.192,56.1,4.7199434,72.7,5.5699806,14.73
109,923.62,62.6,63.7,4.9436374,75.5,6.0621074,28.55
110,922.7114407,47.52111016,198.5919491,6.11125373,215.4258051,7.451948553,50.75183903
111,915.29,58.82,182.6,15.6138412,189,,21.5
112,916.45,62.654,193.7,3.5343652,208.8,4.4291412,47.43
113,922.88,53.744,186.9,2.8185444,223.2,3.6685816,28.68
114,915.1,47.138,189.8,3.8922756,215.5,5.480503,72.29
115,918.29,75.236,210.9,2.3040482,232.8,2.9751302,35.96
116,919.5613327,69.16552065,137.1448756,1.382894185,123.0190307,2.031606785,15.93544664
117,917.3973494,79.24467791,97.26776438,1.110306816,95.5933601,1.542676075,13.36818385
118,918.2,65.984,172.5,2.8856526,210.3,3.7580592,13.85
119,915.17,51.17,235.3,1.565858,237.4,2.4158952,89.85
120,920.7,76.172,190.9,6.263432,199.6,7.270055,35.85
121,920.59,75.002,89.7,1.1632088,91.1,1.789552,13.92
122,918.32,74.732,239.5,2.0579848,273.4,3.019869,27.48
123,920.18,62.744,32.6,3.019869,51.3,3.8251674,45.21
124,913.61,79.628,180.5,3.2659324,187.9,3.7580592,12.76
125,923.3172954,70.34564733,194.7326523,4.181992575,219.3140312,5.402380134,18.35525613
126,917.69,75.038,79.7,3.131716,82.8,4.8317904,48.53
127,923.3242454,57.18647316,44.70418577,9.994809533,66.6391055,12.92188913,17.44536238
128,916.04,88.844,176,1.4092722,112.8,2.1922012,7.37
129,923.485042,68.45261063,38.37667759,4.671545946,64.92977632,6.483996384,18.39975068
130,916.5,76.928,159.1,1.2974252,206.2,1.9237684,42.52
131,918,66.866,198.4,2.684328,210.8,3.2659324,62.27
132,916.27,71.726,189.5,12.2136924,194.9,13.4440094,16.09
133,919.61,70.25,119.4,3.4001488,162.6,5.0778538,19.64
134,920.201586,57.81023706,80.48035523,5.38511667,93.97028884,7.435259553,14.3792334
135,918.8,48.416,24.8,2.0579848,60.1,2.9527608,65.12
136,921.6348996,65.89729045,73.48641858,3.016972003,93.28223484,4.018967337,10.72026911
137,919.08,72.752,166,2.460634,198.9,3.131716,41.95
138,913.06,64.814,139.9,1.1855782,184,1.9461378,60.8
139,921.9332984,64.61826922,73.21344511,3.815591981,92.03319361,4.733501,12.2849738
140,917.21,75.416,173.5,2.3040482,194.5,3.1540854,48.57
141,923.8315596,50.00212297,198.8891603,5.9064336,215.506795,7.165717543,39.93988672
142,921.1862235,71.20382278,214.2489384,1.690793397,173.3888784,2.673681467,17.10315068
143,915.56,57.308,180,9.4846256,185.1,10.3794016,37.21
144,918.77,68.648,160.3,2.1474624,198.4,2.9527608,34.08
145,914.97,73.688,188.2,2.2593094,186.6,3.0646078,40.98
146,924.722875,61.12808283,40.67343578,8.576565466,65.42982736,11.44865044,17.20774274
147,916.79,76.424,186.4,2.3935258,190.2,3.2883018,33.11
148,916.55,57.956,174.4,3.131716,195,4.0712308,60.46
149,919.66,66.92,105.4,2.2145706,147,3.1988242,28.14
150,923.1877827,56.53274375,50.09369378,7.695570649,56.99795789,9.427236293,13.49691652
151,916.55,53.51,205.8,3.802798,226.1,4.9436374,84.48
152,917.22,79.952,52.8,3.6014734,68.6,4.585727,23.25
153,919.9,56.048,58.8,3.8699062,70.3,4.5409882,18.95
154,921.7,53.564,48.2,5.256809,64.4,6.8002976,19.89
155,919.27,50.054,37.8,2.9303914,63.9,3.9593838,70.76
156,926.1773682,66.06856811,56.82077877,16.99667398,69.30130963,20.49697829,14.58678058
157,921.5741147,75.25061053,225.3022069,1.963296053,251.3447767,2.648661988,43.52907512
158,918.32,55.454,47.9,6.4647566,63.6,7.8516594,24.28
159,915.7,56.534,143.5,1.6329662,174,2.1698318,81.99
160,921.507308,73.19115622,165.5487395,3.390924927,206.1791945,5.577992393,13.80796287
161,917.6,47.66,204,1.6105968,183.2,2.23694,89.84
162,920.77,70.718,181,4.4067718,188.2,5.0778538,13.16
163,915.6968387,86.23975056,234.1895664,1.742951989,125.5030256,2.503003987,8.810402446
164,913.7,64.886,185.9,3.467257,197,4.0936002,38.22
165,921.2110659,59.81076306,55.303143,17.89629188,76.74202225,23.43976847,8.762945026
166,920.9,60.314,214.5,2.3040482,239.3,2.8856526,62.44
167,918.7138944,65.21846162,65.723783,5.723355288,79.36463343,7.095593332,18.6347566
168,917.7062236,81.45133349,121.8818116,1.734641613,83.95062116,2.427703597,15.90510835
169,919.6,46.922,205.6,16.2401844,214.7,18.0521058,91.34
170,925.96,56.966,51.7,17.8731506,66.3,22.2799224,15.36
171,918.98,78.944,268,1.565858,241.1,2.1027236,36.35
172,917.7,74.786,40.2,6.6660812,59.5,8.2990474,22.33
173,919.9030809,55.96469778,48.10559492,8.828660563,64.13454679,11.03419158,20.43537504
174,923.61,58.406,47.7,10.6030956,67.1,13.6229646,17.98
175,915.15,84.236,203.6,1.11847,212.6,1.8342908,35.47
176,922.17,56.696,48.4,12.2136924,64.9,15.5914718,14.93
177,915.9,,183.3,4.7199434,189.9,5.3462866,29.26
178,918.4,60.926,189.3,5.1897008,195.6,5.6818276,13.16
179,919.4779271,68.06004299,47.04658845,10.56738329,64.8812473,13.6928726,9.374424197
180,916.1,51.224,199.9,3.2659324,220.1,4.026492,88.43
181,915.63,72.356,165.3,3.802798,179,5.256809,52.34
182,919,61.25,182.2,5.6147194,191.5,6.7331894,32.16
183,916.8176734,84.28745579,208.1183495,1.892737962,108.3191396,3.085170344,13.6867076
184,914.98,84.362,178.4,1.4316416,209.3,1.9685072,37.64
185,918.8767448,77.0837053,183.3776772,4.324869059,193.009675,5.06360032,10.07382203
186,916.5,71.042,102.3,2.4158952,49.1,3.2211936,49.01
187,922.1878752,56.86397406,48.38159909,12.29836798,64.9026287,15.68908393,14.94945239
188,922.57,69.368,193.5,2.6395892,220.2,3.6014734,19.95
189,924.14,55.562,222.4,3.243563,239.7,4.0488614,90.66
190,919.74,57.506,212.9,1.9685072,245.8,2.8185444,37.44
191,924.05,47.246,47.9,13.980875,68.3,17.8507812,16.71
192,920.59,42.62,163.8,5.256809,186.2,6.9121446,36.79
193,917.8,66.002,157,2.2816788,180.9,3.3106712,32.06
194,919.36,48.74,280.9,2.5277422,274.8,3.6685816,90.7
195,918.3914977,73.16857813,181.7207583,1.63004495,185.8775567,2.24738385,11.81458456
196,911.7,47.804,190.1,3.3106712,217.7,4.0712308,90.09
197,920.93,75.434,40.2,2.1474624,65.1,2.9751302,15.09
198,922.698232,60.27479795,137.9249417,3.300545669,147.139294,5.146777719,19.8183735
199,922.9020623,60.81012419,269.1748773,1.906562783,232.723131,2.449735011,8.3099531
200,920.4057949,49.68650273,46.5963782,10.22502142,66.41307861,13.19277025,23.07243455
201,924.3902265,66.09908715,63.31115419,9.650178615,72.45162892,11.31602568,13.09353397
202,916.4,50.666,134.3,1.006623,172.3,1.4987498,91.15
203,913.52,62.51,182.9,8.3214168,189.1,9.3056704,40.25
204,907.99,41.36,161.2,12.2584312,187.7,17.7613036,89.68
205,917.65,84.272,204,1.0513618,242.5,1.6105968,16.68
206,920,74.894,46.7,6.9792528,64.8,8.9701294,27.36
207,915.49,59.324,162.1,3.3777794,180.8,4.5633576,66.45
208,922.89,63.176,183.6,4.4067718,198.5,5.7265664,31.74
209,918.3,64.004,71.7,6.6213424,82.5,8.0306146,8.73
210,918.14,79.106,244.3,2.2816788,230.5,2.8856526,20.13
211,918.3095406,75.05238781,183.2677142,2.013337411,187.5795237,2.665303283,10.67546224
212,923.8852213,58.60710231,47.01875913,11.21570137,66.5550073,14.47634577,17.3082965
213,921.54,45.284,192.1,8.4108944,200.2,9.3727786,77.13
214,920.627327,78.66944499,95.56109178,2.901135951,124.8664049,3.968540654,18.10408267
215,917.24,45.482,153.8,7.2253162,78,10.5583568,55.88
216,918.88,60.692,178.8,4.362033,185.4,4.921268,34.77
217,923.6,40.622,130.9,1.7224438,163.1,2.7514362,79.26
218,921.1268634,48.61428416,42.3551878,11.3135682,65.46714208,15.0339002,28.24334024
219,921.6140613,60.53349648,35.94690682,4.472759068,55.81514063,5.664554056,11.81543762
220,923.7574672,70.92150085,195.4587087,5.090498516,218.7921781,6.46314964,17.41592061
221,919.0364128,74.21498778,108.7555383,2.924410013,59.47563149,3.618356966,13.41607864
222,915.5,68.81,177.4,3.5567346,195.7,4.585727,50.36
223,917.8075395,79.46219997,126.2423615,1.465764042,70.00171833,1.96225087,14.86957859
224,918.71,40.46,214.5,16.1283374,222.4,18.2757998,79.78
225,916.31,79.502,175.7,6.71082,187,8.1424616,24.16
226,914.7,63.572,171.9,8.5674802,182.8,10.625465,51.62
227,917.86,66.776,207.6,1.5211192,241.5,2.3040482,51.97
228,920.4809981,65.5192357,111.7479205,3.77668495,52.27047864,4.586099132,22.89603974
229,919.28,72.644,95.9,4.7199434,85.6,5.8831522,47.51
230,915.6,56.282,178.3,3.1988242,201.7,4.1607084,89.95
231,918.9,76.874,343.4,2.8632832,147.8,3.6685816,32.28
232,917.4,70.322,176.2,6.1292156,184,7.1358386,49.43
233,921.65,62.87,56.7,10.7149426,77.3,13.7124422,21.11
234,915.61,69.314,46.7,10.9162672,64.5,14.204569,8.3
235,915.8361258,70.55233656,178.2177358,3.337398212,186.3637652,4.142721001,10.91538616
236,922.18,42.476,195.4,7.1358386,208.5,8.4556332,84.08
237,923.5521786,71.09229021,197.674723,3.942863916,210.8224238,5.165807062,13.30978526
238,921.4455101,62.93208054,65.04693863,9.134018007,80.4816318,11.65902058,16.54143045
239,920.85,57.398,47.5,9.1267152,58.9,10.6030956,13.49
240,920.02,49.946,183.4,8.388525,193.7,9.8201666,50.36
241,921.34,62.402,59.1,11.8334126,86.3,16.5757254,20.63
242,916.5815039,75.22466243,177.4437013,6.690025815,185.4677636,7.53528201,15.48874732
243,922.32,55.526,215.9,9.395148,228.5,10.849159,91.12
244,917.08,63.968,220,3.4896264,230,4.362033,22.56
245,920.0421425,65.20178968,122.9616493,3.626740706,48.25147194,4.628611525,24.3668217
246,920.5,40.838,185.3,5.5699806,203.3,6.9792528,70.31
247,916.45,74.318,129.3,1.0513618,102.2,1.7671826,24.75
248,915.4,45.392,249.3,11.2070694,289.7,15.0098674,90.47
249,919.55,59.09,49,20.8930196,58.5,24.6958176,12.86
250,917.6,74.93,63.9,11.6544574,84.7,15.099345,53.83
251,921.3913192,68.22350765,199.1894024,4.538617584,208.4446444,5.40260097,10.45281845
252,917.56,68.612,171.6,7.605596,179.6,8.6793272,40.14
253,923.9079209,72.72259406,225.4066007,2.611461343,222.4772277,3.461424717,16.69798676
254,918.1,73.454,198.9,1.454011,175.3,2.23694,19.25
255,919.6158852,71.29991157,47.04243047,4.266622538,80.47154209,6.046422157,14.42305345
256,914.06,68.63,180,3.9817532,200.2,5.0778538,59.21
257,915.2653904,80.31328745,147.9977025,1.381721488,145.4863187,1.838716306,19.29905188
258,923.054433,65.16357022,151.842544,3.544045494,181.1710081,4.943764538,11.99979093
259,914.83,74.57,175.5,1.4092722,153.8,2.23694,47.51
260,916.65,89.402,185.2,1.7224438,217.5,2.1922012,12.05
261,919.47,84.578,53,3.131716,78,3.9817532,16.74
262,923.5966068,58.38059785,47.73775266,10.63627255,67.14584251,13.67142306,17.99087636
263,915.1019014,73.21167026,210.4389883,1.359570338,126.3068145,1.988785063,22.7612053
264,919.71,70.286,149.3,2.796175,233.4,5.144962,12.21
265,916.9,68.378,333,0.6934514,143.8,1.2750558,20.19
266,923.78,64.454,150.3,4.0041226,179.1,5.5699806,10.97
267,922.85,63.086,47.7,15.434886,65,19.3047922,15.67
268,920.4,59.54,277.8,1.9461378,257.4,2.4830034,43.63
269,920.5277587,60.43336922,55.19383295,12.48279264,73.42785151,15.31898188,18.13637262
270,921.4611652,63.11632857,65.07102334,9.38454164,80.62614005,11.99709279,16.22531864
271,923.82,64.364,126.4,2.9751302,63.8,3.467257,22.19
272,915.73,45.734,182.2,7.3147938,190.1,8.500372,90.61
273,917.15,49.37,169,10.2004464,184.6,12.6610804,34.7
274,922.7542207,50.31093889,47.771267,13.45038354,67.99995535,17.76127697,28.34741392
275,920.6319977,68.61954067,192.6645154,3.9575881,221.7386317,5.106171337,15.45566476
276,917.0108508,85.71935991,116.2586699,2.327021942,49.72975715,3.09794544,15.66874657
277,920.48,62.6,194.4,2.7514362,,3.8699062,52.58
278,916.4,78.512,182.5,3.914645,191.6,4.6304658,34.71
279,915.71,86.342,234.3,1.7448132,125.5,2.5053728,8.68
280,913.8,68.954,139.6,2.23694,188.5,3.5343652,35.16
281,929.32,49.982,107.7,1.789552,152.6,3.0422384,11.34
282,920.8759517,74.20858416,60.52244272,8.161792183,76.01683204,10.26903163,15.66055566
283,919.84,49.532,220.9,5.9502604,232.1,6.9568834,91.4
284,920.9025993,56.99471668,70.74353221,2.901722608,63.99951283,3.511527166,21.67838488
285,919.8622252,75.40805734,220.8597052,1.644036217,159.9642197,2.555761291,14.79946385
286,913.6332677,82.66416426,206.3715931,1.311490874,165.0858179,1.907801164,15.61173428
287,913.49,51.098,169.3,5.3015478,192.3,6.7779282,76.05
288,913.26,48.254,235.9,11.4978716,252.6,14.1821996,89.75
289,918.55,52.754,175.3,3.019869,202.5,4.4291412,66.2
290,921.5654424,64.34359081,65.23144978,11.05326069,81.58869867,14.24896635,14.11972166
291,918.3,51.836,203.5,1.677705,189.8,2.2593094,61.38
292,916.8678815,81.45214955,91.34080647,1.876678521,122.7171291,2.651073695,27.88601462
293,917.8037736,77.0278835,178.4783736,5.352933499,192.9531575,6.366609824,19.9366652
294,916.4723882,75.9300745,177.8555033,4.900103325,193.524122,5.902168621,19.74461351
295,920.3305959,72.24249065,149.9188291,2.815387376,179.0964804,3.963595764,18.83472065
296,916.12,49.082,212.2,1.7000744,232.5,2.572481,77.33
297,917.3,73.616,147.7,2.4158952,175.2,3.467257,12.99
298,923.2818523,48.74219853,46.5709468,14.15724013,67.53410494,18.20855047,17.25063181
299,923.21,43.862,264.5,1.2526864,203.3,1.9685072,85
300,915.6,77.918,35.1,3.5119958,50.2,4.4515106,24.71
301,913.34,57.218,215,3.7133204,224.4,4.47388,81.77
302,916.75,61.574,79.7,2.5501116,96.5,3.1540854,35.24
303,918.59,51.08,78.1,4.697574,91.5,5.7265664,46.23
304,919.5763366,63.60195396,72.85668006,6.086013317,85.61107052,7.3882197,10.01830228
305,916.1,56.426,184.1,10.2451852,194.8,12.079476,22.64
306,913.97,72.824,219.7,1.4987498,125.9,2.1922012,25.92
307,917.9558332,78.38301444,40.39898136,5.73771025,57.7944455,7.192632706,19.42487217
308,920.0422643,69.22872653,47.21579864,21.18064407,64.21894095,26.44910475,14.76320266
309,919.1,84.146,247,1.7224438,63.3,2.684328,28.29
310,918.03,44.06,165,7.5161184,186.8,9.9096442,90.43
311,919.49,85.55,95.8,3.1764548,51.2,4.0488614,16.08
312,915.1,89.78,159.5,2.6395892,189.2,3.7580592,30.27
313,916.5427326,76.53272584,174.008328,3.729839123,184.9302538,4.7199434,12.40234867
314,919.4138095,67.50973314,143.6927257,1.10993661,125.4195178,1.779403225,16.46413937
315,917.09,63.266,175.5,6.7331894,186.3,7.9635064,62.82
316,917.93,48.056,258.2,2.684328,287.6,3.8922756,82.81
317,913.2,63.374,178.8,7.2253162,189.7,8.500372,49.18
318,919.76,54.284,214,4.2054472,223.5,4.921268,17.77
319,921.9,78.206,50.7,5.368656,74.5,7.4490102,13.49
320,918.1,58.766,188.1,4.6304658,199.9,5.8607828,87.9
321,921.9102504,53.60209408,47.63037166,12.12761178,65.79789973,15.60581857,17.36394962
322,926.7620317,54.7048843,54.02433425,5.026891007,54.97828283,7.145174589,14.42540404
323,918.1,44.726,185.9,9.0148682,196.8,10.737312,87.27
324,917.54,71.384,219.5,2.1698318,202.4,2.7066974,75.48
325,920.4,79.178,205,1.6553356,233.7,2.3711564,40.04
326,926.55,62.762,67.8,14.8309122,88.8,18.790296,11.22
327,916.3,58.496,175,4.0712308,182.4,4.7199434,24.05
328,921.4118864,62.02707785,63.20843848,8.247016861,79.12553762,10.4455477,19.01460029
329,919.4216453,68.22001132,140.3023937,1.216893216,123.644714,1.865605816,16.41271205
330,918.1,61.988,191.1,11.0504836,199.4,12.7281886,19.24
331,918.9020905,73.50249595,177.3280285,0.958510766,128.8283933,1.439668078,12.87453981
332,918.6948668,74.67577296,36.53826746,2.644399729,69.28693503,3.479075859,10.83953628
333,919.92,52.214,94.5,1.9908766,85.3,2.7738056,60.33
334,916.23,75.74,149.1,2.7514362,187.5,4.1830778,31.88
335,913.2,39.02,185.8,8.8135436,200.8,11.072853,91.42
336,912.89,45.32,213.4,21.25093,220.5,23.5773476,84.09
337,924.72,63.518,29.7,1.3645334,47.7,1.8119214,7.32
338,912.8,42.512,190.8,11.3860246,198.1,12.7281886,89.77
339,916.4,72.968,175.9,3.1988242,186.4,3.9593838,19.96
340,920.5194575,81.37174566,159.7225354,2.614439223,190.3693735,3.539454826,15.82215431
341,921.48,76.622,195.8,4.2054472,213.5,5.3910254,19.08
342,908.42,46.112,174,16.217815,212.4,21.2732994,91.17
343,916.28,47.858,52,10.625465,68.4,13.6900728,57.7
344,917.06,79.178,218.8,1.4987498,215.7,2.2145706,34.3
345,920.53,81.95,59.3,10.1557076,79.3,12.7058192,19.8
346,919.9688186,66.6956673,64.42289391,9.361890964,74.97891479,10.8475151,17.82731464
347,920.1812947,58.90810931,57.9008855,9.395120679,75.72433588,11.73543121,18.93314198
348,915.69,43.646,177.9,9.171454,187.3,11.1175918,91.88
349,923.0384033,60.63699846,51.00012096,17.0708015,63.70229822,22.10491764,8.902153072
350,917.12,45.896,179.2,3.4001488,195,3.9817532,89.03
351,917.15,59.954,191.4,6.6884506,198.2,7.381902,20.12
352,925.28,66.47,49.4,11.2294388,77.9,15.3454084,13.93
353,919.7073418,68.27722271,228.9312659,3.95103064,245.8246833,5.183273101,14.76524046
354,922.8213104,67.81330144,55.75765832,9.555245,68.8572785,11.55889198,14.89222774
355,917.6,81.914,90.4,1.677705,121.4,2.348787,29.99
356,919.11,58.46,38,2.1698318,60.1,2.8185444,32.7
357,921.6848174,61.05388861,55.95905705,10.9939139,75.86412607,13.95291529,17.74130451
358,917.44,58.514,55.1,10.0214912,,12.7058192,13.88
359,923.9819454,68.21749494,38.6507052,5.170105725,64.89323931,7.160321329,18.27735168
360,919.0136723,62.59743172,166.8471586,3.643050208,190.0700122,4.869821116,22.37015948
361,920.4449457,65.80184531,49.8233462,21.52017709,61.88694438,25.54911195,12.27871544
362,926.5,71.114,52.8,12.1018454,68.6,14.8085428,13.94
363,920.0038902,69.31791272,197.6057207,4.670853574,210.0279175,6.047160368,13.76670499
364,917.7,65.372,85.9,3.0646078,90.6,4.5409882,22.93
365,917.85,65.372,129.9,1.454011,176.2,2.23694,39.37
366,924.94,57.164,53.2,14.0256138,69.5,18.6560796,19.24
367,918.1,49.946,124.3,1.454011,144.1,2.23694,91.87
368,924.789568,71.20520678,227.9018441,2.522801012,222.9165701,3.373798753,15.13919915
369,916.32,63.032,68.9,3.9593838,79.3,4.6528352,37.05
370,917.35,74.948,190.1,1.3197946,215.6,1.9237684,57.9
371,917.8,75.902,161.9,8.7464354,183.5,12.5939722,42.09
372,911.45,66.326,66.2,1.8342908,78.1,2.8856526,47.61
373,918.3,78.854,88.4,2.8409138,108.4,3.9370144,15.77
374,916.4752029,78.65687296,120.9,2.639039347,132.5625478,3.39497844,17.63831369
375,918.0264534,73.44189552,182.9329452,1.366093834,185.8562013,2.032277076,10.41924474
376,916.9860065,75.84382067,150.2389512,1.30391354,142.6246944,1.889003196,17.43009839
377,915.92,47.444,204.7,4.1159696,224.1,5.3462866,72.38
378,924.1,64.706,62.9,10.5807262,72.5,12.3926476,13.05
379,916.63,65.228,188.5,1.1855782,225.7,1.8342908,15.09
380,917.2,74.138,176,3.0646078,191.4,3.7133204,13.32
